id,title,publication,url,date,source,retrievedAt,featured,selectionReason,dateSource,sourceDescription,sourceImage,dateEvidence,authorshipEvidence
cuando-ellas-miran-piedad-memoria-y-deslumbramiento,"Cuando ellas miran: Piedad, memoria y deslumbramiento",Zenda,https://www.zendalibros.com/cuando-ellas-miran-piedad-memoria-y-deslumbramiento/,2025-07-08,https://www.zendalibros.com/author/fernandoariza/page/2/,2026-09-25,False,,https://www.zendalibros.com/cuando-ellas-miran-piedad-memoria-y-deslumbramiento/,"Fernando Ariza escribe en Zenda acerca de 'Cuando ellas', de Guadalupe Arbona, publicado por la editorial Pre-Textos.",https://cdn.zendalibros.com/wp-content/uploads/2025/07/61t2-wptd2l._sl1024_.jpg,08 Jul 2025,
lo-que-se-de-almudena-rafael-reig-en-estado-puro,‘Lo que sé de Almudena’: Rafael Reig en estado puro,República de las Letras,https://republicadelasletras.acescritores.com/2025/06/19/lo-que-se-de-almudena-rafael-reig-en-estado-puro/,2025-06-19,https://republicadelasletras.acescritores.com/2025/06/19/lo-que-se-de-almudena-rafael-reig-en-estado-puro/,2026-09-25,False,,,,,,Article body signed © FERNANDO ARIZA; author bio identifies Madrid 1978 / CEU literature professor.
la-fabula-oscura-de-bora-chung,La fábula oscura de Bora Chung,Zenda,https://www.zendalibros.com/la-fabula-oscura-de-bora-chung/,2025-06-16,https://www.zendalibros.com/author/fernandoariza/page/2/,2026-09-25,False,,https://www.zendalibros.com/la-fabula-oscura-de-bora-chung/,"Fernando Ariza escribe acerca de 'La zorra', una novela de Bora Chung publicada por la editorial Alpha Decay.",https://cdn.zendalibros.com/wp-content/uploads/2025/06/la-zorra-bora-chung-669x1024.png,16 Jun 2025,
el-mistico-sin-porque,El místico sin porqué,El Debate,https://www.eldebate.com/cultura/libros/20250607/mistico-porque_303501.html,2025-06-07,https://www.eldebate.com/autor/fernando-ariza/,2026-09-25,False,,,,,,
cioran-y-los-origenes-del-mal,Cioran y los orígenes del mal,Zenda,https://www.zendalibros.com/cioran-y-los-origenes-del-mal/,2025-06-03,https://www.zendalibros.com/author/fernandoariza/page/2/,2026-09-25,False,,https://www.zendalibros.com/cioran-y-los-origenes-del-mal/,"Fernando Ariza escribe acerca de 'Cioran antes de Cioran', un libro de Vincent Piednoir publicado por Ediciones del Subsuelo.",https://cdn.zendalibros.com/wp-content/uploads/2025/06/cioran-antes-de-cioran-vincent-piednoir.jpg,03 Jun 2025,
mientras-agonizo-la-muerte-y-la-vida-en-el-profundo-sur,'Mientras agonizo': la muerte y la vida en el profundo sur,El Debate,https://www.eldebate.com/cultura/libros/20250524/mientras-agonizo-muerte-vida-profundo-sur_298693.html,2025-05-24,https://www.eldebate.com/autor/fernando-ariza/,2026-09-25,False,,,,,,
la-red-desvelada,La Red desvelada,Zenda,https://www.zendalibros.com/la-red-desvelada/,2025-05-06,https://www.zendalibros.com/author/fernandoariza/page/2/,2026-09-25,False,,https://www.zendalibros.com/la-red-desvelada/,"Fernando Ariza escribe acerca de 'La comunicación en el diván', un libro de Pilar Carrera publicado por Cátedra.",https://cdn.zendalibros.com/wp-content/uploads/2025/05/la-comunicacion-en-el-divan-pilar-carrera.jpg,06 May 2025,
hagiografia-laica-del-papa-francisco-por-javier-cercas,"Hagiografía laica del papa Francisco, por Javier Cercas",República de las Letras,https://republicadelasletras.acescritores.com/2025/04/19/hagiografia-laica-del-papa-francisco-por-javier-cercas/,2025-04-19,https://republicadelasletras.acescritores.com/2025/04/19/hagiografia-laica-del-papa-francisco-por-javier-cercas/,2026-09-25,False,,,,,,Article body signed © FERNANDO ARIZA; author bio identifies Madrid 1978 / CEU literature professor.
loas-literarias-a-un-catalogo-espectacular,Loas literarias a un catálogo espectacular,Zenda,https://www.zendalibros.com/loas-literarias-a-un-catalogo-espectacular/,2025-04-01,https://www.zendalibros.com/author/fernandoariza/page/2/,2026-09-25,False,,https://www.zendalibros.com/loas-literarias-a-un-catalogo-espectacular/,"Fernando Ariza escribe acerca de 'Secreto y pasión de la literatura', un libro de Juan Cruz Ruiz publicado por Tusquets.",https://cdn.zendalibros.com/wp-content/uploads/2025/03/secreto-y-pasion-de-la-literatura-juan-cruz.jpg,01 Abr 2025,
tinta-invisible-cuando-la-vida-de-los-escritores-nos-dice-casi-tanto-como-lo-que-escribieron,‘Tinta invisible’: cuando la vida de los escritores nos dice casi tanto como lo que escribieron,El Debate,https://www.eldebate.com/cultura/libros/20250329/tinta-invisible-cuando-vida-escritores-dice-casi-tanto-como-escribieron_281490.html,2025-03-29,https://www.eldebate.com/autor/fernando-ariza/,2026-09-25,False,,,,,,
entre-osas-y-merinas-tragedia-y-naturaleza-en-la-cordillera-cantabrica,Entre osas y merinas: tragedia y naturaleza en la Cordillera Cantábrica,Zenda,https://www.zendalibros.com/entre-osas-y-merinas-tragedia-y-naturaleza-en-la-cordillera-cantabrica/,2025-02-27,https://www.zendalibros.com/author/fernandoariza/page/2/,2026-09-25,False,,https://www.zendalibros.com/entre-osas-y-merinas-tragedia-y-naturaleza-en-la-cordillera-cantabrica/,"Fernando Ariza escribe acerca de 'Cordillera', la última novela de Marta del Riego Anta publicada por la editorial AdN.",https://cdn.zendalibros.com/wp-content/uploads/2025/01/cordillera-marta-del-riego-anta-scaled.jpg,27 Feb 2025,
arboles-biograficos-y-culturales,Árboles biográficos y culturales,Zenda,https://www.zendalibros.com/arboles-biograficos-y-culturales/,2025-01-22,https://www.zendalibros.com/author/fernandoariza/page/3/,2026-09-25,False,,https://www.zendalibros.com/arboles-biograficos-y-culturales/,"Fernando Ariza escribe acerca de 'Arboreto salvático', un libro de Mario Rigoni Stern publicado por Gallo Nero.",https://cdn.zendalibros.com/wp-content/uploads/2025/01/arboreto-salvatico-mario-rigoni-stern.jpeg,22 Ene 2025,
antes-de-que-google-nos-alcance-una-poetica-contra-el-olvido-digital,'Antes de que Google nos alcance': una poética contra el olvido digital,El Debate,https://www.eldebate.com/cultura/libros/20250118/antes-google-alcance-poetica-contra-olvido-digital_261470.html,2025-01-18,https://www.eldebate.com/autor/fernando-ariza/,2026-09-25,False,,,,,,
gotico-botanico-cuentos-de-un-verdor-perverso,‘Gótico botánico’: Cuentos de un verdor perverso,El Debate,https://www.eldebate.com/cultura/libros/20241228/gotico-botanico-cuentos-verdor-perverso_256303.html,2024-12-28,https://www.eldebate.com/autor/fernando-ariza/,2026-09-25,False,,,,,,
elegia-al-campo-espanol,Elegía al campo español,Zenda,https://www.zendalibros.com/elegia-al-campo-espanol/,2024-12-19,https://www.zendalibros.com/author/fernandoariza/page/3/,2026-09-25,False,,https://www.zendalibros.com/elegia-al-campo-espanol/,"Fernando Ariza escribe acerca de 'Escribir la tierra', un libro de Javier Morales publicado por la editorial Tres hermanas.",https://cdn.zendalibros.com/wp-content/uploads/2024/12/escribir-la-tierra-javier-morales-1-scaled.jpg,19 Dic 2024,
las-vidas-creadas-de-los-grandes-creadores,Las vidas creadas de los grandes creadores,Zenda,https://www.zendalibros.com/las-vidas-creadas-de-los-grandes-creadores/,2024-11-30,https://www.zendalibros.com/author/fernandoariza/page/3/,2026-09-25,False,,https://www.zendalibros.com/las-vidas-creadas-de-los-grandes-creadores/,"Ferando Ariza escribe acerca de 'Malas lenguas', un libro de Fernando Bonete publicado por el sello Ediciones B.",https://cdn.zendalibros.com/wp-content/uploads/2024/11/malas-lenguas-fernando-bonete-1-1.jpg,30 Nov 2024,
lecciones-de-realismo-social-y-metafisica-pop,Lecciones de realismo social y metafísica pop,Zenda,https://www.zendalibros.com/lecciones-de-realismo-social-y-metafisica-pop/,2024-11-15,https://www.zendalibros.com/author/fernandoariza/page/3/,2026-09-25,False,,https://www.zendalibros.com/lecciones-de-realismo-social-y-metafisica-pop/,"Fernando Ariza escribe acerca de 'Jesuclisto', una novela de Mario Marín publicada por Ediciones del Viento.",https://cdn.zendalibros.com/wp-content/uploads/2024/11/mario-marin-jesuclisto.jpg,15 Nov 2024,
cuentos-poe-en-la-memoria,‘Cuentos’: Poe en la memoria,El Debate,https://www.eldebate.com/cultura/libros/20241109/cuentos-poe-memoria_243022.html,2024-11-09,https://www.eldebate.com/autor/fernando-ariza/,2026-09-25,False,,,,,,
basilisco-domenado,Basilisco domeñado,El Debate,https://www.eldebate.com/cultura/libros/20241019/basilisco-domenado_236792.html,2024-10-19,https://www.eldebate.com/autor/fernando-ariza/,2026-09-25,False,,,,,,
ahi-fuera-novios-ciberneticos-y-casas-organicas,‘Ahí fuera’: novios cibernéticos y casas orgánicas,El Debate,https://www.eldebate.com/cultura/libros/20240928/ahi-fuera-novios-ciberneticos-casas-organicas_231173.html,2024-09-28,https://www.eldebate.com/autor/fernando-ariza/2/,2026-09-25,False,,,,,,
blackwater-la-cosa-del-pantano-llega-a-yoknapatawpha,Blackwater: La cosa del pantano llega a Yoknapatawpha,Zenda,https://www.zendalibros.com/blackwater-la-cosa-del-pantano-llega-a-yoknapatawpha/,2024-09-27,https://www.zendalibros.com/author/fernandoariza/page/3/,2026-09-25,False,,https://www.zendalibros.com/blackwater-la-cosa-del-pantano-llega-a-yoknapatawpha/,"Fernando Ariza escribe en Zenda acerca de la saga de Blackwater, de Michael McDowell, recuperada por Blackie Books.",https://cdn.zendalibros.com/wp-content/uploads/2024/09/michael-mcdowell.png,27 Sep 2024,
fantasia-destilada,Fantasía destilada,Zenda,https://www.zendalibros.com/fantasia-destilada/,2024-09-09,https://www.zendalibros.com/author/fernandoariza/page/3/,2026-09-25,False,,https://www.zendalibros.com/fantasia-destilada/,"Fernando Ariza escribe acerca de 'Criaturas imposibles', un libro de Katherine Rundell publicado por la editorial Destino.",https://cdn.zendalibros.com/wp-content/uploads/2024/09/criaturas-imposibles-katherine-rundell-1.jpg,09 Sep 2024,
jekyll-y-hyde-actualidad-de-un-clasico,Jekyll y Hyde: actualidad de un clásico,El Debate,https://www.eldebate.com/cultura/libros/20240907/jekyll-hyde-actualidad-clasico_225489.html,2024-09-07,https://www.eldebate.com/autor/fernando-ariza/2/,2026-09-25,False,,,,,,
los-cuentos-de-hadas-son-para-todas-las-edades,Los cuentos de hadas son para todas las edades,Zenda,https://www.zendalibros.com/los-cuentos-de-hadas-son-para-todas-las-edades/,2024-08-30,https://www.zendalibros.com/author/fernandoariza/page/3/,2026-09-25,True,"Fantasía, historia y placer de narrar: una lectura cercana al universo de Ciudad dormida.",https://www.zendalibros.com/los-cuentos-de-hadas-son-para-todas-las-edades/,"Fernando Ariza escribe acerca de ""El gran timo de las hadas"" , de Félix J. Palma, una obra publicada por la editorial Destino.",https://cdn.zendalibros.com/wp-content/uploads/2024/06/el-gran-timo-de-las-hadas-felix-j-palma-scaled.jpg,30 Ago 2024,
matar-un-ruisenor-el-valor-de-la-perspectiva,‘Matar un ruiseñor’: el valor de la perspectiva,El Debate,https://www.eldebate.com/cultura/libros/20240817/matar-ruisenor-valor-perspectiva_220606.html,2024-08-17,https://www.eldebate.com/autor/fernando-ariza/2/,2026-09-25,False,,,,,,
cualquier-cosa-pequena-de-rafael-reig,"‘Cualquier cosa pequeña’, de Rafael Reig",El Debate,https://www.eldebate.com/cultura/libros/20240727/cualquier-cosa-pequena-rafael-reig_216127.html,2024-07-27,https://www.eldebate.com/autor/fernando-ariza/2/,2026-09-25,False,,,,,,
la-memoria-de-los-animales-la-pandemia-revisitada,‘La memoria de los animales’: La pandemia revisitada,El Debate,https://www.eldebate.com/cultura/libros/20240713/memoria-animales-pandemia-revisitada_212837.html,2024-07-13,https://www.eldebate.com/autor/fernando-ariza/2/,2026-09-25,False,,,,,,
la-pesadilla-de-un-houellebecq-naturalista,La pesadilla de un Houellebecq naturalista,Zenda,https://www.zendalibros.com/la-pesadilla-de-un-houellebecq-naturalista/,2024-07-09,https://www.zendalibros.com/author/fernandoariza/page/3/,2026-09-25,False,,https://www.zendalibros.com/la-pesadilla-de-un-houellebecq-naturalista/,"Fernando Ariza escribe acerca de 'La charca', una novela de Manuel Bivar publicada por la editorial De Conatus.",https://cdn.zendalibros.com/wp-content/uploads/2024/07/la-charca-manuel-bivar.jpg,09 Jul 2024,
magistral-tejido-de-historias-de-maggie-o-farrell,Magistral tejido de historias de Maggie O'Farrell,El Debate,https://www.eldebate.com/cultura/libros/20240615/magistral-tejido-historias-maggie-farrell_205384.html,2024-06-15,https://www.eldebate.com/autor/fernando-ariza/2/,2026-09-25,False,,,,,,
los-aerostatos-pequena-gran-novela,'Los aerostatos': pequeña gran novela,El Debate,https://www.eldebate.com/cultura/libros/20240601/aerostatos-pequena-gran-novela_201625.html,2024-06-01,https://www.eldebate.com/autor/fernando-ariza/2/,2026-09-25,False,,,,,,
mariana-enriquez-un-extrano-fenomeno-literario,"Mariana Enríquez, un extraño fenómeno literario",El Debate,https://www.eldebate.com/cultura/libros/20240518/mariana-enriquez-extrano-fenomeno-literario_197814.html,2024-05-18,https://www.eldebate.com/autor/fernando-ariza/2/,2026-09-25,False,,,,,,
defensa-de-los-clasicos-vivos-gonzalo-hidalgo-bayal,Defensa de los clásicos vivos: Gonzalo Hidalgo Bayal,El Debate,https://www.eldebate.com/cultura/libros/20240504/defensa-clasicos-vivos-gonzalo-hidalgo-bayal_194269.html,2024-05-04,https://www.eldebate.com/autor/fernando-ariza/2/,2026-09-25,False,,,,,,
naci-sobre-una-rotativa-el-ortega-mas-involucrado-con-su-tiempo,`Nací sobre una rotativa´: el Ortega más involucrado con su tiempo,El Debate,https://www.eldebate.com/cultura/libros/20240420/naci-sobre-rotativa-ortega-involucrado-tiempo_190799.html,2024-04-20,https://www.eldebate.com/autor/fernando-ariza/2/,2026-09-25,False,,,,,,
saga-familiar-con-la-historia-reciente-de-espana-como-escenario-y-el-poder-como-motor,Saga familiar con la historia reciente de España como escenario y el poder como motor,El Debate,https://www.eldebate.com/cultura/libros/20240413/saga-familiar-historia-reciente-espana-como-escenario-poder-como-motor_188866.html,2024-04-13,https://www.eldebate.com/autor/fernando-ariza/2/,2026-09-25,False,,,,,,
la-ciudad-y-sus-muros-inciertos-platon-y-kafka-a-ritmo-de-jazz,'La ciudad y sus muros inciertos': Platón y Kafka a ritmo de jazz,El Debate,https://www.eldebate.com/cultura/libros/20240330/ciudad-muros-inciertos-platon-kafka-ritmo-jazz_185358.html,2024-03-30,https://www.eldebate.com/autor/fernando-ariza/2/,2026-09-25,False,,,,,,
therese-desqueyroux-armonia-de-fondo-y-forma,'Thérèse Desqueyroux': armonía de fondo y forma,El Debate,https://www.eldebate.com/cultura/libros/20240309/therese-desqueyroux-armonia-fondo-forma_180403.html,2024-03-09,https://www.eldebate.com/autor/fernando-ariza/2/,2026-09-25,False,,,,,,
solito-viaje-homerico-a-la-tierra-prometida,'Solito': viaje homérico a la tierra prometida,El Debate,https://www.eldebate.com/cultura/libros/20240217/solito-viaje-homerico-tierra-prometida_175289.html,2024-02-17,https://www.eldebate.com/autor/fernando-ariza/2/,2026-09-25,False,,,,,,
federico-garcia-lorca-en-el-franquismo-un-poeta-en-los-meandros-de-la-historia,'Federico García Lorca en el franquismo': un poeta en los meandros de la historia,El Debate,https://www.eldebate.com/cultura/libros/20240210/federico-garcia-lorca-franquismo-poeta-meandros-historia_173248.html,2024-02-10,https://www.eldebate.com/autor/fernando-ariza/2/,2026-09-25,False,,,,,,
solsticio-siniestro-cuentos-para-las-noches-mas-largas,'Solsticio siniestro': cuentos para las noches más largas,El Debate,https://www.eldebate.com/cultura/libros/20240203/solsticio-siniestro-cuentos-noches-largas_171480.html,2024-02-03,https://www.eldebate.com/autor/fernando-ariza/2/,2026-09-25,False,,,,,,
aventureros-del-nuevo-mundo-esa-america-que-no-nos-contaron,'Aventureros del Nuevo Mundo': esa América que no nos contaron,El Debate,https://www.eldebate.com/cultura/libros/20240127/aventureros-nuevo-mundo-america-no-contaron_170081.html,2024-01-27,https://www.eldebate.com/autor/fernando-ariza/2/,2026-09-25,False,,,,,,
